dyad_id,negotiation_id,side_a,side_b,description,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,location_negotiations,bilateral_negotiations,mediated_negotiations,third_party,local_government,government,president,political_party,government_forces,police,armed_group,local_ngo,community_leaders,religious_leaders,traditional_leaders,local_committee,international_ngo,foreign_government,regional_organization,international_organization,peacekeeping,other,agreement,peace_agreement,ceasefire,agreement_name,day_agreement,month_agreement,year_agreement,best_fatality_estimate,active,low,none
5414,5414-6,"Ijaw, Urhobo",Itsekiri,"Following negotiations, the Ijaw and Itsekiri signed a peace agreement on 1 February 2000. The Delta State Government mediated this round of negotiations. On 17 March, Ijaw, Itsekiri, and Isoko leaders visited President Obasanjo in Abuja to announce the return of peace to Warri.",2000,2,2000,2,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,1,2,2000,0,0,0,1
5414,5414-7,"Ijaw, Urhobo",Itsekiri,"On 24 March 2003, James Ibori held an emergency meeting with the leaders of the Ijaws, the Urhobo, and the Itsekiri in Warri. No agreement was signed on this occasion.",2003,3,2003,3,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5414,5414-8,"Ijaw, Urhobo",Itsekiri,The Governor of Delta State eventually agreed to renegotiate the electoral boundaries during peace talks in Warri in the end of March 2003. These peace talks between the Ijaw and Itsekiri leaders and the Delta State government led to the signing of a ceasefire between the two communities on 26 March 2003.,2003,3,2003,3,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,26,3,2003,0,0,0,1
5414,5414-9,"Ijaw, Urhobo",Itsekiri,Another ceasefire agreement was reached on 26 March 2003 between the Ijaw youth (FNDIC) and the Itsekiri in the presence of state officials.,2003,3,2003,3,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,26,3,2003,0,0,0,1
5414,5414-10,"Ijaw, Urhobo",Itsekiri,"On 7 April 2003, Obasanjo met with Urhobo, Itsekiri, and Ijaw leaders in Abuja along with the Independent National Electoral Commission (INEC), and security chiefs to further talk about peace solutions in Warri. At this meeting, the warring tribes reached a ceasefire agreement. Following this meeting, Obasanjo set up a committee headed by General Theophilus Y. Danjuma, the former Minister of defense. This committee was tasked with investigating the Warri Crisis and propose ways to solve it. The report of this committee has not been made public.",2003,4,2003,4,Nigeria,0,1,President; government; government forces,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,7,4,2003,0,0,0,1
5414,5414-11,"Ijaw, Urhobo",Itsekiri,"On 15 May 2003, the national leader of Nigeria’s Ijaw ethnic communities reported that the youth of the Ijaw militia agreed to a ceasefire.",2003,5,2003,5,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,15,5,2003,0,0,0,1
5414,5414-12,"Ijaw, Urhobo",Itsekiri,"On 20 July 2003, the Delta State Governor announced that leaders of the two tribes declared a ceasefire in Warri.",2003,7,2003,7,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,20,7,2003,0,0,0,1
5414,5414-13,"Ijaw, Urhobo",Itsekiri,"Concerned about a possible offensive by the Ijaw and Itsekiri youths, the Deputy Inspector General of Police in charge of Zone 5, Mr. Gazali Lawal, and the Delta State Police Commissioner, Mr. Jonathan Akaya, held peace meetings with the leaders of the two communities in the Police Zone Command Office in Warri on the night of 9 to 10 August 2003. The meeting culminated in a communiqué signed by Mr. Justice Rewane for the Itsekiri, Chief Bare Etobor and Chief Tunde Smooth for the Ijaws, and by Akaya on behalf of the police. He urged the warring youth to support the government’s peace efforts. However, armed violence still erupted in spite of this effort and Nigerian authorities imposed a curfew on the town of Warri on 15 August 2003. Nigerian troops were deployed in Warri after some 100 people were killed between 15 and 20 August. In addition, the federal government deployed a joint security force in Delta State: “Operation Restore Hope”, which would be maintained in the following years.",2003,8,2003,8,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,communiqué,10,8,2003,0,0,0,1
5414,5414-14,"Ijaw, Urhobo",Itsekiri,"On 20 August 2003, the leaders of the two ethnic groups met in Warri and signed a ceasefire mediated by Delta State governor, James Ibori. Chief Edwin Clark, the Ijaw leader, and Bob Mene-Afejeiku, the leader of the Itsekiri, announced, in separate interviews on 27 August 2003, that they agreed with Obasanjo’s proposal to end the crisis in Warri. This proposal involves separating political issues from criminal acts in order to facilitate the resolution of the conflict.",2003,8,2003,8,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,20,8,2003,0,0,0,1
5414,5414-15,"Ijaw, Urhobo",Itsekiri,"On 28 August 2003, James Ibori, Governor of Delta State, addressed the members of the Delta State Assembly in Asaba and proposed a peace plan for the Warri crisis. The plan calls for each of the three warring ethnic groups – the Ijaw, Itsekiri, and Urhobo – to have its own local government area. While Ijaw and Urhobo leaders endorsed it, Itsekiri referred to the plan of as “illegal” and “unconstitutional” and expressed their dissatisfaction with it.",2003,8,2003,8,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5414,5414-16,"Ijaw, Urhobo",Itsekiri,"On 19 September 2003, Nigerian President Obasanjo attended a meeting with Ijaw, Urhobo, and Itsekiri leaders in Warri in order to promote reconciliation. The meeting was chaired by the state administrator, Colonel David Dang, and the General Officer Commanding the 82nd Division of the Nigerian Army, Major General Felix Mojapero. The Ijaws and Urhobos deplored Itsekiri’s unjust domination of political power and supported Obori’s proposal to create local government areas. Itsekiri representatives once again rejected this proposal.",2003,9,2003,9,Nigeria,0,1,President; government; government forces,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5414,5414-17,"Ijaw, Urhobo",Itsekiri,"Governor James Ibori called a security meeting on 10 November 2003 in Warri to prevent a resurgence of figting in Warri. State officials as well as representatives of the Ijaw, Urhobo, and Itsekiri tribes took part in the discussion.",2003,11,2003,11,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5414,5414-18,"Ijaw, Urhobo",Itsekiri,"In late November 2003, President Obasanjo set up a new committee to resolve the Warri crisis, headed by Delta State governor James Ibori. The latter mediated several rounds of negotiations with Itsekiri, Urhobo, and Ijaw leaders.",2003,11,2003,11,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5414,5414-19,"Ijaw, Urhobo",Itsekiri,"A 28-member peace committee, consisting of 14 Itsekiri and 14 Ijaws, met on 18 February 2004 in Warri. James Ibori and the Commissioner for Special Missions, Inter-Ethnic Relations, and Conflict Resolution, Ovuozourie Macaulay, acted as the mediators. The peace committee meeting led to approval of a six-point agreement aimed at peaceful coexistence between the rival groups. Among the main points are the establishment of a joint peace vanguard composed of members of both groups and an agreement that would allow people displaced by the conflict to return to their homes of origin without fear of attack.",2004,2,2004,2,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,18,2,2004,0,0,0,1
5414,5414-20,"Ijaw, Urhobo",Itsekiri,"On 1 June 2004, leaders of ethnic Ijaw and Itsekiri youth activist groups signed a ceasefire through the platform of the Warri Ijaw/Itsekiri Grassroots Peace Front (WIIGPF) moderated by Pastor Power Ziakede Aginighan.",2004,6,2004,6,Nigeria,0,1,religious leaders,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,ceasefire,1,6,2004,0,0,0,1
5414,5414-21,"Ijaw, Urhobo",Itsekiri,"Three weeks after the ceasefire concluded by the militias and after more than six months of peace negotiations, the Ijaw and the Istekiri leaders signed a peace agreement on 23 June 2004 at the senior officers mess, NNS Delta Navy base, in Warri. Delta State Commissioner for Inter-Ethnic Relation and Conflict Resolution, Comrade Ovuzuorie Macauley was chief mediator of the negotiations.",2004,6,2004,6,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,23,6,2004,0,0,0,1
5414,5414-22,"Ijaw, Urhobo",Itsekiri,"The ceasefires concluded in June 2004 led to a fragile peace. However, tensions in the Delta North remained. Between 18 and 19 June 2005, Ijaw, Itsekiri, and Urhobo traditional rulers launched a traditional leaders’ forum in Ozoro. This forum was initially headed by Ijaw retired Brigadier General Cletus Emein, retired Senator Francis Okpozo, and Itsekiri Chief Isaac Jemide and had the goal to minimize the tensions between the ethnic groups. The meeting resulted in a covenant that recognizes the need to build the capacities of different communities.",2005,6,2005,6,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,19,6,2005,0,0,0,1
5413,5413-1,Aguleri,Umuleri,"The conflict between the Aguleri and Umuleri is an intra-ethnic conflict since the two tribes belong to the Igbo ethnic group and to the Eri clan. The conflict erupted over the issue of control over land in Anambra. Following an outbreak of armed violence in early September 1995, colonel Mike Attah, the military governor of Anambra State,  mediated between the two communities at the Nkisi Palace Hotel in Onitscha. This led to the conclusion of a ceasefire agreement.",1995,9,1995,9,Nigeria,0,1,government forces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,,9,1995,0,0,0,1
5413,5413-2,Aguleri,Umuleri,"After the 1999 violence, the government of Anambra created a commission of inquiry led by Justice Emmanuel Araka. Participating members were drawn from each of the three feuding communities of Aguleri, Umuleri, and Umuoba Anam. Obaneze Ndi Igbo, an Igbo organization, set up the first civil society initiative to resolve the Aguleri-Umuleri conflict. A first meeting was held in April 1999 to find solutions to the running conflict. The meeting resulted in a communiqué calling for an immediate end to the violence and increased government action. The Ohanaeze initiative resulted in a temporary cessation of fighting for about two weeks. However, resumed soon after the conclusion of the ceasefire.",1999,4,1999,4,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,,4,1999,420,1,0,0
5413,5413-3,Aguleri,Umuleri,"Directly after its election in May 1999, President Olusegun Obasanjo visited the communities and invited their leaders to Abuja, where another ceasefire agreement was reached and a peace committee set up to discuss the issue and pronounce a permanent peace.",1999,5,1999,5,Nigeria,0,1,President,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,,5,1999,420,1,0,0
5413,5413-4,Aguleri,Umuleri,Aguleri and Umuleri communities adopted a 6-point plan for peace in late June 1999.,1999,6,1999,6,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,,6,1999,420,1,0,0
5413,5413-5,Aguleri,Umuleri,"On 14 July 1999, the Aguleri and Umuleri attended a peace meeting. The Anambra state governor Chinwoke Mbadinuju, who mediated between the parties, gave the groups one week to commit to a ceasefire agreement. The conflict parties did, however, not commit to a ceasefire.",1999,7,1999,7,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,420,1,0,0
5413,5413-6,Aguleri,Umuleri,"Aguleri and Umuleri participated to a traditional oath-taking ceremony on 25 January 2000, which was facilitated by Igwe N. N. Kelly, leader of Anambra East council. This event, known as the “Declaration no more war” included peace talks that led to an agreement. This agreement committed the conflict parties to the mutual recognition of the communities and their borders and aims to guarantee peace.",2000,1,2000,1,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,25,1,2000,0,0,0,1
5413,5413-7,Aguleri,Umuleri,"On 6 April 2000, the two tribes reiterated their oath, this time in presence of members of the Omuaba Anam community as well.  ",2000,4,2000,4,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5413,5413-8,Aguleri,Umuleri,"In July 2005, Igwe Christopher Idigo, the leader of the Aguleri, informed Senator Joy Emodi that the Aguleri and Umuleri had begun peace meetings to resolve their border disputes. However, no agreement resulted from those meetings.",2005,7,2005,7,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5413,5413-9,Aguleri,Umuleri,"The Aguleri/Umuleri peace committee that had been set up in 2004 conducted a round of negotiations that led to the conclusion of an agreement in 2006. Chief Pius Okonkwo, the General President of the Union of Umuleri Cities mediated the agreement.",2006,,2006,,Nigeria,0,1,community leaders; local peace committee,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,peace agreement,,,2006,0,0,0,1
5405,5405-1,Jukun,Tiv,"Mediation attempts by Taraba and Adamawa authorities were carried out during December 1991, but this did not ease the tensions.",1991,12,1991,12,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,30,1,0,0
5405,5405-2,Jukun,Tiv,"The conflict intensified in early 1992. The Nigerian government convened peace meetings between the Jukun and Tiv on two separate occasions during February 1992. On 13 February, the leaders of the conflict parties – H.R.H. Dr. Shekarau Angyu Masa-Ili and H.R.H. Ochivirigh Alfred Akawa Torkula Tor Tiv for the Jukun and the Tiv respectively – signed a 10-point peace agreement in Wukari. Representatives from both Taraba and Benue governments, Reverend Jolly Nyame and Moses Adasu, were in attendance.",1992,2,1992,2,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,13,2,1992,100,1,0,0
5405,5405-3,Jukun,Tiv,"Earlier that day (13 February 1992), the group had gathered at Aguda House in Abuja with Admiral Augustus Aikhomu in order to discuss the conflict issues and the potential for signing a ceasefire.",1992,2,1992,2,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,100,1,0,0
5405,5405-4,Jukun,Tiv,"On 24 September 2001, Vice-President Atiku Abubakar, following the order of President Olusegun Obasanjo instructed the governments of Benue and Taraba to resolve the continued conflict during a reconciliation meeting in Abuja. Representatives of both warring groups were present.  In addition, at the national level, the Federal Government and military authorities asserted that they sent soldiers to Tarabata State and the areas around the Tarabata-Benue border at the beginning of October 2001 in order to restore peace in the region. Meanwhile, on 10 October 2001, a Tiv armed group abducted 19 soldiers. Tiv elements claim that the soldiers were armed Jukuns and did not believe that these soldiers were coming to restore peace. This event triggered the start of a new wave of violence against civilians in the region conducted by the military between 22 and 24 October 2001. The Governors of Benue and Taraba State met several times before the violence erupted, but they failed to prevent the massacre. In response to the outbreak of violence, traditional rulers and opinion leaders from across the confederation went to Warri on 31 October 2001 to discuss the religious clash in Kano and the Tiv/Jukun ethnic conflict in Benue and Taraba States. This discussion was part of a more general meeting on ethno-religious crises within Nigeria. Seen as an “advisory forum”, this general meeting aimed to initiate calm dialogue and find long-term solutions. However, the conflict continued. ",2001,10,2001,10,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,545,1,0,0
5405,5405-5,Jukun,Tiv,"From 2 to 4 November 2001, the Arewa Consultative Forum (ACF) attempted to mediate directly with the conflict parties in Alhaji Muhammadu Gambo Jimeta, in Abuja. This did not produce an agreement. Another peace meeting was therefore scheduled for mid-November.",2001,11,2001,11,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,, ,545,1,0,0
5405,5405-6,Jukun,Tiv,"To brainstorm on a path towards peace, President Obasanjo met with the state leaders and leaders from Nasarawa, Benue, Taraba and Plateaus on 11 November 2001. The meeting lasted five hours with observers from Kano and Kaduna present. This meeting addressed conflict between Muslims and Christians more generally, rather than solely focusing on the Jukun-Tiv conflict. This meeting led to the establishment of a Judicial Commission of Inquiry.",2001,11,2001,11,Nigeria,0,1,President,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,545,1,0,0
5405,5405-7,Jukun,Tiv,"The meeting with President Obasanjo also paved the way for a meeting involving Jukun and Tiv leaders on 16 November 2001. This meeting was brokered by the Arewa Consultative Forum in Kaduna and led to the signing of a ceasefire. At this meeting, the Nigerian government announced a plan to convene the tribes for another round of peace talks on 19 and 20 December 2001, but no public information exists that suggests that this meeting took place. ",2001,11,2001,11,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,16,11,2001,545,1,0,0
5405,5405-8,Jukun,Tiv,"Between 24 and 26 January 2002, President Obasanjo went to several states in central Nigeria, including Benue and Taraba, to encourage peace and conflict resolution highlighting the notions of indigenes and settlers. Senate President Pius Anyim conducted visits to both states. He went to Benue State in February 2002, where he visited the settlement camps of the Tiv people displaced from Taraba during the crisis.",2002,1,2002,1,Nigeria,0,1,President,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5405,5405-9,Jukun,Tiv,The ACF tried to mediate a negotiated solution to the conflict between the Jukun and Tiv during a meeting in Kaduna in March 2002.,2002,3,2002,3,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5405,5405-10,Jukun,Tiv,"On 30 August 2003, a peace conference was held with fifty-one Tiv and Jukun stakeholders from Taraba and Benue State and nine witnesses from state, national and international organizations. This led to the signing of the so called “Jalingo Resolution” in Taraba State, granting indigenous status to the Tiv people in the Taraba State and calling for reconciliation between the Tiv and the Junkun. This agreement was the product of more than two years of consultations and workshops with Jukun and Tiv representatives – between 21 September 2001 and 31 August 2003 – organized in in Mkar, Wukari, Abuja, Gboko, Makurdi, Suntai and Jalingo by the Peace, Justice and Reconciliation Committee of the Reformed Ecumenical Council of Nigeria (RECON) and its implementation committee. The traditional ruler of the Tiv, Dr. Alfred Akawe Torkula, however, contested this resolution, claiming that he never signed it: “he had neither prior knowledge of, nor was briefed before or during the said consultation.” ",2003,8,2003,8,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Jalingo Resolution,30,8,2003,0,0,0,1
5405,5405-11,Jukun,Tiv,"Another peace effort took place in 2014 and this time not only focused on the Tiv and Jukun, but also included the Fulani and the Hausa communities. On 5 April 2014, Tiv, Fulani, Jukun and Hausa leaders from Wukari, Ibi, Donga and Takum LGA signed a peace agreement in Jalingo (Taraba State) brokered by Michael Zuokumor, Deputy Inspector General of the Police. The secretary General of Tiv Taraba Cultural Social Association, Mr. Julius Butu, the President of Jukun Youth Cultural Development Association, Mr. Zando Hoku, and the State Chairman of Miyetti Allah Cattle Breeders Association, Alhaji Mafindi Danburam signed the resulting communiqué that appealed for peace between the four communities.",2014,4,2014,4,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,5,4,2014,0,0,0,1
5405,5405-12,Jukun,Tiv,"On 29 April 2014, representatives of the Jukun, Tiv and Fulani tribes signed another peace agreement in Bali LGA. No mediator was involved in these negotiations. This agreement failed, as hostilities resumed in the beginning of May 2014.",2014,4,2014,4,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,29,4,2014,0,0,0,1
5405,5405-13,Jukun,Tiv,"After the violence of 15 April 2014 in Wukari, the Jukun, Tiv, and Fulani leaders of the Wukari LGA signed yet another peace agreement on 30 April 2014. The peace agreement was mediated by Taraba State Governor Alhaji Garba Umar and Wukari Paramount Chief Shekarau Angyu and signed by Mr. Zando Hoku, President of Jukun State Cultural Association, Mr. James Nungwa, President of Tiv State Cultural and Development Association, and Alhaji Mafindi Danburam, Chairman of Miyetti Allah Cattle Breeders Association.",2014,4,2014,4,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,30,4,2014,0,0,0,1
5405,5405-14,Jukun,Tiv,"Despite repeated peacebuilding efforts between Jukun and Tiv during an absence of fighting between 2002 and 2015, a new outbreak of fightng occurred on 14 April 2016. A conflict between a small settlement of Jukun and the neighboring community of Angbaye Tiv along the Makurdi-Gboko road in Benue State resulted in between seven and ten deaths. Armed clashes continued during the rest of the year. On 22 December 2016, community representatives from six local areas in the Southern Plateau, including the Tiv and Jukun communities, signed the South Plateau Peace Declaration. This peace agreement was the product of an inter-community dialogue process facilitated by the Centre for Humanitarian Dialogue (HD) in the Southern Plateau launched in June 2016.",2016,6,2016,12,Nigeria,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,South Plateau Peace Declaration,22,12,2016,10,0,1,0
5405,5405-15,Jukun,Tiv,"In June 2017, the governor of Taraba State convened a peace meeting between Tiv, Junkun, Kuteb, and Miyeti Allah leaders in Jalingo in order work towards lasting peace. No agreement was signed during this meeting.",2017,6,2017,6,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,0,1,0
5405,5405-16,Jukun,Tiv,"In the aftermath of clashes in Abinsi town in the Local Government Area of Guma in Benue State, the Tiv, Jukun and Fulani leaders gathered at a peace meeting in Benue in January 2019. The peace meeting was mediated by the army commander of the joint military operation in Benue State, Major General Adeyemi Yekini. The conflict parties agreed on the need to end violence, but no written agreement was concluded at the meeting. On 5 March 2019, a commission of inquiry into the Tiv/Jukun crisis set up by the Benue State Government was inaugurated in Makurdi. The commission, headed by Judge Wilfred Kpochi, was mandated to investigate the causes of the crisis and to restore peace to the affected region.",2019,1,2019,1,Nigeria,0,1,government forces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,167,1,0,0
5405,5405-17,Jukun,Tiv,"In early April 2019, the conflict parties engaged in bilateral negotiations in Taraba State. This led to the signing of a peace agreement. However, fighting resumed already one week later. ",2019,4,2019,4,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,,4,2019,167,1,0,0
5405,5405-18,Jukun,Tiv,"On 15 April 2019, the deputy governors of Taraba and Benue, Haruna Manu and Benson Abounu respectively, organized a peace meeting between the leaders of the Jukun and the Tiv at the Federal University in Wukari in Taraba State. The meeting resulted in the signing of a communiqué that called uppon the youth of the two communities to lay down their arms and follow the path of peace. However, the armed violence continued.",2019,4,2019,4,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,communiqué,15,4,2019,167,1,0,0
5405,5405-19,Jukun,Tiv,"The Tiv Youth Organization (TYO) convened a peace meeting in Makurdi on 20 April 2019, with the involvement of the Jukun Youths Congress (JYC). Both sides stressed the need and desire for peace between them, but no written agreement was concluded.",2019,4,2019,4,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,167,1,0,0
5405,5405-20,Jukun,Tiv,"A peace meeting between the conflict parties mediated by the army in Kente in Taraba State led to the conclusion of a peace agreement on 10 June 2019. In addition to stipulating a ceasefire, the agreement stipulated that the roadblocks that had been erected on the Gbeji-Kente-Wukari axis should be dismantled. However, armed violence continued.",2019,6,2019,6,Nigeria,0,1,government forces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,10,6,2019,167,1,0,0
5405,5405-21,Jukun,Tiv,"Jukun and Tiv leaders met for a round of negotiations at the St. Charles Boromeo Pastoral Center in Jalingo on 24 July 2019. This round of negotiations was mediated by the Catholic Bishop of the Diocese of Jalingo, Reverend Charles Hammawa. The meeting did not result in a written agreement, but the leaders of the conflict parties assured their willingness to achieve peace.",2019,7,2019,7,Nigeria,0,1,religious leaders,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,167,1,0,0
5405,5405-22,Jukun,Tiv,"On 15 August 2019, after a year of shuttle diplomacy and pre-mediation meetings, the Centre for Humanitarian Dialogue (HD) launched the Benue Mediation Process to find a lasting solution to the farmer-herder conflicts in the region. The meeting took place at the Benue Hotel in Makurdi and brought together representatives of the Agatu, Etulo, Fulani, Hausa, Idoma, Egede, Jukun, Tiv, and Yoruba communities of Benue State. On this occasion, HD pledged to help the communities achieve lasting peace, while the attending communities pledged to support and actively participate in the mediation process. During this first meeting, it was announced that the mediation process would take place in a joint meeting between tribes from the same senatorial zones.",2019,8,2019,8,Nigeria,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,167,1,0,0
5405,5405-23,Jukun,Tiv,"Despite numerous mediation efforts, the conflict parties continued to fighteach other. A peace meeting was therefore held at the federal level. Benue and Taraba state representatives, Samuel Ortom and Darius Ishaku, together with traditional Jukun and Tiv leaders, met in Abuja with Federal Government officals on 4 September 2019. This resulted in a communique in which the Federal Government pledged its support for the peace effort between the two communities and in which the Tiv and Jukun leaders called for an immediate cessation of hostilities. However, hostilities resumed in Taraba village already one week later. ",2019,9,2019,9,Nigeria,0,1,local government; government,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,communiqué,4,9,2019,167,1,0,0
5405,5405-24,Jukun,Tiv,"On 25 and 26 September 2019, a peace meeting was held at the Government House in Jalingo in Taraba State. The peace meeting was attended representatives of the Tiv, Jukun, and Etulo communities of the Local Government Areas of Wukari, Donga, and Takum. State officials security chiefs acted as the mediators at the peace meeting. The meeting resulted in a ceasefire and the establishment of a 30-member committee composed of representatives of the Tiv and Jukun tribes, which was tasked with ending the conflict through supporting the implementation of the ceasefire. In spite of this agreeement, hostilities resumed within a couple of days after it was signed.",2019,9,2019,9,Nigeria,0,1,local government; government forces,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,26,9,2019,167,1,0,0
5405,5405-25,Jukun,Tiv,"From 10 to 11 October 2019, the leaders of the Jukun and Tiv communities met in Jalingo at the initiative of the Coalition of Northern Groups (CNG) to find a lasting solution to the crisis. This meeting, mediated by the CNG, led to the signing of a ceasefire agreement by the President of the Tiv community, Goodman Dahida, and the spokesperson of the Jukun community, Daniel Emmanuel Angyu. The President of the Tiv-Jukun Conflict Reconciliation Committee signed in his capacity as mediator.",2019,10,2019,10,Nigeria,0,1,community leaders; local peace committee,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,ceasefire,11,10,2019,167,1,0,0
5405,5405-26,Jukun,Tiv,"A two-day peace meeting, attended by the 30-man committee consisting of representatives of Tiv and Jukun that had been set up by Governor Darius Ishaku, was in Jalingo in late October 2019. Deputy Governor of Taraba State, Haruna Manu, acted as the chief mediator at this meeting. The meeting led to the conclusion of a peace agreement. Danjuma Adamu, Markus Ikitsombika and John Mamman signed the communiqué on behalf of the Jukun community, while Jime Yongo, Kurason Kura and Isaac Waakaa represented the Tiv community. Armed fighting resumed only few weeks later.",2019,10,2019,10,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,,10,2019,167,1,0,0
