conflict_id,dyad_id,negotiation_id,side_a,side_b,description,location_negotiations,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,third_party,local_ngo,international_ngo,regional_organization,un,foreign_government,individual,national_committee,language_organization,other,bilateral_negotiations,mediated_negotiations,agreement,peace_agreement,ceasefire,agreement_name,date_agreement_year,date_agreement_month,date_agreement_day,best_fatality_estimate,active,low,none
337,748,748-4,Somalia,SRRC,"A new round of negotiations mediated by IGAD at Eldoret started in January 2003. In addition, the work of the six committees formed the previous year, which were now assisted by external experts from the World Bank. Although representatives from the EU did not participate in the negotiations in 2003, the Peace Conference in Kenya was mainly funded by the EU and its member countries, as well as Norway. On 20 January, the newly elected Kenyan President Mwai Kibaki, appointed Bethuel Kiplagat as the chief meditator. ",Kenya,2003,1,2003,1,IGAD; US; UN; EU; Arab League; Egypt; Kenya; Ethiopia; Djibouti; Eritrea; Sudan; Uganda,0,0,1,1,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
337,748,748-5,Somalia,SRRC,"A new round of negotiations that started in February 2003 was held in Nairobi rather than Eldoret. Throughout the first half of the year, several factions threatened to walk out on the peace talks, citing too much Ethiopian influence. Moreover, the mediation team experienced great difficulties in determening who spoke for whom or who could actually deliver on formal commitments, as a result of the fragmentation and the lineage-based politics. ",Kenya,2003,2,2003,2,IGAD; US; UN; EU; Arab League; Egypt; Kenya; Ethiopia; Djibouti; Eritrea; Sudan; Uganda,0,0,1,1,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
337,748,748-6,Somalia,SRRC,"Following a round of negotiations in July 2003, representatives from both sides signed the Somali Interim Charter. However, President Abduqassim Salad Hassan rejected the accord and sacked the TNG representatives that had signed the Interim Charter in August 2003. In November, the UN Security Council urged all Somali leaders to reach an agreement on a viable government through a “Leaders meeting” that was being planned by IGAD in Kenya. The dates for the 10-day meeting were being pushed forward throughout December. At the end of the year, it was announced that the Conference would begin on 9 January 2004.",,2003,7,2003,7,IGAD; US; UN; EU; Arab League; Egypt; Kenya; Ethiopia; Djibouti; Eritrea; Sudan; Uganda,0,0,1,1,1,0,0,0,0,0,1,1,1,0,Somali Interim Charter,2003,7,1,0,0,0,1
337,748,748-7,Somalia,SRRC,"Not much progress was made at the Somali peace conference in Kenya that started on 9 January 2004, when Ugandan and Kenyan mediators brought 38 Somali leaders into the Safari Park Hotel in Nairobi. The transitional charter agreed on in September 2003 was criticized during these negotiations. ",Kenya,2004,1,2004,1,IGAD; Kenya; Uganda; AU; UN; US,0,0,1,1,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
337,748,748-8,Somalia,SRRC,"Three weeks later, on 29 January 2004, the Transitional Federal Charter for the Somali Republic, also referred to as the Safari Park Declaration, was signed by eight representatives. The revised transitional charter immediately became contested and after a month only three of the signatories still supported the Declaration. In early May, it seemed like the entire peace process would collapse. However, at the Sixth IGAD Ministerial Meeting on Somalia on 21 and 22 May 2004, the member states reaffirmed their unity of purpose and agreed to jointly push the process forward. The IGAD mediation team warned the Somali leaders that “spoilers and those who obstruct the process from within and outside SNRP [Somali National Reconciliation Process] will be named publicly and subject to targeted international sanctions.” A few days later, the AU also declared that targeted sanctions would be imposed against the Somali leaders who did not participate in the process. ",,2004,1,2004,1,IGAD; Kenya; Uganda; AU; UN; US,0,0,1,1,1,0,0,0,0,0,1,1,1,0,Transitional Federal Charter for the Somali Republic,2004,1,29,0,0,0,1
337,748,748-9,Somalia,SRRC,"On 22 August 2004, the first 194 members of the Transitional Parliament were sworn in at the UN complex in Nairobi. During the nomination period, the breakaway leaders had returned to participate in the negotiations, as preparations were made for the election of a president. On 14 October 2004, the Transitional Parliament elected Abdullahi Yusuf as interim president. The TNG thus transformed into Transitional Federal Government (TFG) in 2004. Negotiations continued until October.",,2004,8,2004,10,UN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
337,749,749-1,Somalia,ARS/UIC,"In a radio broadcast on 21 July 2006, the newly appointed chairman of the Union of Islamic Courts (UIC), Sheik Hassan Dahir Aweys, declared that the TFG led by Abdullahi Yusuf was an Ethiopian puppet-regime that did not look after the interests of the Somali people. He argued that the presence of Ethiopian military near the parliament base of Baidoa was an infringement of Somali sovereignty and called on the Somali people to wage a holy war against Ethiopians and their servants. The UIC had been renamed on 25 June 2006 and was previously known as the Supreme Islamic Council of Somalia (SICS) or the Supreme Council of Islamic Courts (SCIC). The Arab League and Sudan hosted attempts to negotiate a peaceful solution to the tense relationship between the Transitional Federal Government (TFG) and UIC. Sudanese President Omar al-Bashir and the Secretary-General of the Arab League, Amr Moussa, acted as joint chief mediators. A first round of negotiations mediated by the Arab League and Sudan took place in Khartoum on 22 June 2006. ",Sudan,2006,6,2006,6,Arab League; Sudan,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,547,1,0,0
337,749,749-2,Somalia,ARS/UIC,A second round of negotiations mediated by the Arab League and Sudan took place in Khartoum on 2-4 September 2—6. ,Sudan,2006,9,2006,9,Arab League; Sudan,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,547,1,0,0
337,749,749-3,Somalia,ARS/UIC,"A third round of negotiations mediated by the Arab League and Sudan took place in Khartoum throughout October 2006. On 11 November, the TFG declared that there would be no more negotiations.",Sudan,2006,10,2006,11,Arab League; Sudan,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,547,1,0,0
337,749,749-4,Somalia,ARS/UIC,"The AU and the UN were active as third parties in Somalia in 2008. Negotiations, mediated by the Special Representative for the UN Secretary-General for Somalia, Ahmedou Ould Abdalla, started in Djibouti on 31 May and lasted until 9 June 2008. The mediation team focused predominantly on securing a commitment to formal peace talks during the first half of 2008. ",Djibouti,2008,5,2008,6,AU; UN,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,207,1,0,0
337,749,749-5,Somalia,ARS/UIC,"The peace process gained momentum when the conflict parties agreed on the basic principles of the peace process on 9 June 2008. It was among others agreed that the Ethiopian forces, which had intervened in Somalia in July 2006, would withdraw. This last issue caused led to the UIC to split in July. The basic principles were subsequently laid down during a round of negotiations in August 2008. ",Djibouti,2008,6,2008,6,AU; UN,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,207,1,0,0
337,749,749-6,Somalia,ARS/UIC,The principles were laid down in the Djibouti Agreement signed on 19 August 2008. ,Djibouti,2008,8,2008,8,AU; UN,0,0,1,1,0,0,0,0,0,0,1,1,1,0,Djibouti Agreement,2008,8,19,207,1,0,0
337,749,749-7,Somalia,ARS/UIC,"During another round of negotiations in November 2008, the Djibouti agreement was complemented on 26 November 2008. On 26 November, the two sides also came to an agreement on collaborating on Somalia Emergency Drought Relief (SEDR). Supplementing the UN Security Council arms embargo that had been in place since 1992, the UN, IGAD, and the AU repeatedly threatened to impose targeted sanctions throughout the mediation process in 2008. These sanctions would be aimed at individuals and entities obstructing the peace process.",Djibouti,2008,11,2008,11,AU; UN,0,0,1,1,0,0,0,0,0,0,1,1,1,0,Peace Agreement,2008,11,26,207,1,0,0
337,749,749-8,Somalia,ARS/UIC,"An episode of armed fighting in north Mogadishu between different clans triggered peace talks. The UIC and the Somali government were also involved in these negotiations. On 12 May, UIC and the Somali government along with other actors signed a ceasefire.",Somalia,2009,5,2009,5,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,2009,5,12,13,0,1,0
337,750,750-1,Somalia,Al-Shabaab,"Al-Shabaab (Harakat al-Shabaab al-Mujahidiin, Mujahidiin) (English: the Youth Movement) aims to overthrow the Transitional Federal Government (TFG) of Somalia and expel foreign troops, installing a system of governance based on Sharia law. Al-Shabaab did not participate in the negotiations mediated by the AU and the UN that were held in 2008. Yet, in early February 2009, the newly instated President Sheikh Sharif Sheikh Aden held secret talks in Mogadishu with Al-Shabaab spokesperson Sheikh Muqtar Robow Abu Mansur, as well as the group’s second in command, Sheikh Hasan Abdullahi Ali. However, no official negotiations aimed at resolving the conflict took place in 2009. ",Somalia,2009,2,2009,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,1399,1,0,0
337,750,750-2,Somalia,Al-Shabaab,"An episode of armed fighting in north Mogadishu between different clans triggered peace talks. The al-Shabaab and the Somali government were also involved in these negotiations. On 12 May, al-Shabaab and the Somali government along with other actors signed a ceasefire.",Somalia,2009,5,2009,5,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,2009,5,12,1399,1,0,0
337,752,752-1,Somalia,Hizbul Islam,"In June 2010, negotiations between TFG members and Hizbul Islam leader Aweys took place, but broke down without any progress made.",,2010,6,2010,6,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,82,1,0,0
341,759,759-1,Liberia,NPFL,"In May 1990, peace efforts were being mediated by the Liberian Inter-Faith Mediation Committee (IFMC), but NPFL left the talks when it became apparent that President Doe refused to step down. The rebels advanced quickly during the first half of 1990.","A process to resolve Liberia’s conflict had begun on 17 September 2002, when a meeting was held at the UN to form an International Contact Group on Liberia that would seek to bring the Liberian government and LURD insurgents together for peace negotiations. The contact group composed of the Ghana, Morocco, Nigeria, the UK, France, the US, the AU, ECOWAS, and the UN. President Taylor had been rejecting the possibility of direct negotiations with LURD, but after international pressure from the contact group, as well as the fact that that the rebels were rapidly approaching Monrovia, Taylor accepted mediation negotiations with LURD.",1990,5,1990,5,Inter-Faith Mediation Committee (IFMC),1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,236,1,0,0
341,759,759-2,Liberia,NPFL,"The rebels advanced quickly during the first half of 1990. In an attempt to halt the chaos ECOWAS launched a regional peacekeeping mission in August 1990, named ECOMOG (Economic Community of West African States Monitoring Group). ECOMOG was mandated to support the interim government, which had been installed on 22 November as a result of the Murder of President Doe by the INPFL on 9 September 1990. In addition to the deployment of ECOMOG, ECOWAS established a five-member Standing Mediation Committee with the task of achieving a peace settlement to the Liberian civil war. This committee was chaired by Gambian President Dawda Jawara. On 7 August, ECOWAS held the first mediation session at Banjul. At this meeting, ECOWAS presented a peace plan which called for a ceasefire, the establishment of ECOMOG, a national conference to establish a broad based interim government in Liberia, and elections within 12 months. The peace plan was rejected by the NPFL, as it objected an ECOWAS-sponsored interim government and an ECOWAS peacekeeping force. ",Gambia,1990,8,1990,8,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,236,1,0,0
341,759,759-3,Liberia,NPFL,Another round of talks on 21 August also failed. ,Gambia,1990,8,1990,8,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,236,1,0,0
341,759,759-4,Liberia,NPFL,"On 22 September, NPFL announced a unilateral ceasefire. Peace talks on 28 November 1990 led to the signing of the Bamako Ceasefire Agreement between the Government of Liberia, NPFL and INPFL. However, Taylor did not see the endorsement of the Bamako agreement as an acceptance of President Sawyer, who had been sworn in as President of the Interim Government on 22 November.",Gambia,1990,11,1990,11,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Bamako Ceasefire Agreement,1990,11,28,236,1,0,0
341,759,759-5,Liberia,NPFL,"Talks resumed and, on 21 December, the parties signed the Banjul IV agreement.",Mali,1990,12,1990,12,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Banjul IV agreement,1990,12,21,236,1,0,0
341,759,759-6,Liberia,NPFL,"In January 1991, the parties met several times to discuss the implementation of the agreements concluded in 1990.","A process to resolve Liberia’s conflict had begun on 17 September 2002, when a meeting was held at the UN to form an International Contact Group on Liberia that would seek to bring the Liberian government and LURD insurgents together for peace negotiations. The contact group composed of the Ghana, Morocco, Nigeria, the UK, France, the US, the AU, ECOWAS, and the UN. President Taylor had been rejecting the possibility of direct negotiations with LURD, but after international pressure from the contact group, as well as the fact that that the rebels were rapidly approaching Monrovia, Taylor accepted mediation negotiations with LURD.",1991,1,1991,1,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,759,759-7,Liberia,NPFL,"The interim government sent out proposals to the warring parties on how to end the conflict in early February, after which the ECOWAS Standing Mediating Committee continued negotiations in Togo on 12 and 13 February. At these negotiations Gnassingbe Eyadema, the President of Togo, acted as the chief mediator. The negotiations led to the signing of the Lomé Ceasefire Agreement.",Togo,1991,2,1991,2,ECOWAS; Togo,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Lomé Ceasefire Agreement,1991,2,13,0,0,0,1
341,759,759-8,Liberia,NPFL,"However, the peace process subsequently stalled, since the Government of Liberia insisted on disarmament prior to the installation of another interim government, whereas the NPFL insisted on the formation of a new interim government before disarmament. On 1 March, leaders from both sides met to affirm their intentions to work with ECOWAS to bring the conflict to a peaceful end.",,1991,3,1991,3,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,759,759-9,Liberia,NPFL,"Between 15 March and 18 April, the All-Liberia National Conference was held, with the goal to discuss the distribution of political power in Liberia until the upcoming elections. Taylor sent an NPFL delegation, but refused to attend the talks himself. The conference formed an Interim government of National Unity to be led by Amos Sawyer. Elections were stipulated to be held in October 1991.","A process to resolve Liberia’s conflict had begun on 17 September 2002, when a meeting was held at the UN to form an International Contact Group on Liberia that would seek to bring the Liberian government and LURD insurgents together for peace negotiations. The contact group composed of the Ghana, Morocco, Nigeria, the UK, France, the US, the AU, ECOWAS, and the UN. President Taylor had been rejecting the possibility of direct negotiations with LURD, but after international pressure from the contact group, as well as the fact that that the rebels were rapidly approaching Monrovia, Taylor accepted mediation negotiations with LURD.",1991,3,1991,4,Liberian Church leaders,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,759,759-10,Liberia,NPFL,"Four rounds of direct negotiations between Sawyer and Taylor were held in Yamossoukro between June and October 1991, under the auspices of ECOWAS and the International Negotiations Network (INN) of former US President Jimmy Carter. Negotiations in June led to the Yamossoukro I Peace Agreement on 30 June 1991.",Ivory Coast,1991,6,1991,6,ECOWAS; International Negotiations Network (INN),0,1,1,0,0,0,0,0,0,0,1,1,1,0,Yamossoukro I Peace Agreement,1991,6,30,0,0,0,1
341,759,759-11,Liberia,NPFL,"Four rounds of direct negotiations between Sawyer and Taylor were held in Yamossoukro between June and October 1991, under the auspices of ECOWAS and the International Negotiations Network (INN) of former US President Jimmy Carter. Negotiations in July led to the Yamosoukro Peace Agreement II on 29 July 1991.",Ivory Coast,1991,7,1991,7,ECOWAS; International Negotiations Network (INN),0,1,1,0,0,0,0,0,0,0,1,1,1,0,Yamossoukro II Peace Agreement,1991,7,29,0,0,0,1
341,759,759-12,Liberia,NPFL,"Four rounds of direct negotiations between Sawyer and Taylor were held in Yamossoukro between June and October 1991, under the auspices of ECOWAS and the International Negotiations Network (INN) of former US President Jimmy Carter. Negotiations in September led to the Yamosoukro III Peace Agreement on 17 September 1991.",Ivory Coast,1991,9,1991,9,ECOWAS; International Negotiations Network (INN),0,1,1,0,0,0,0,0,0,0,1,1,1,0,Yamossoukro III Peace Agreement,1991,9,17,0,0,0,1
341,759,759-13,Liberia,NPFL,"Four rounds of direct negotiations between Sawyer and Taylor were held in Yamossoukro between June and October 1991, under the auspices of ECOWAS and the International Negotiations Network (INN) of former US President Jimmy Carter. Negotiations in October led to the Yamosoukro IV Peace Agreement on 30 October 1991.",Ivory Coast,1991,10,1991,10,ECOWAS; International Negotiations Network (INN),0,1,1,0,0,0,0,0,0,0,1,1,1,0,Yamossoukro IV Peace Agreement,1991,10,30,0,0,0,1
341,759,759-14,Liberia,NPFL,"The OAU appointed Reverend Canaan Banana, the former President of Zimbabwe, as its eminent person to Liberia in January 1993. Together with United Nations Secretary-General's Special Representative (SGSR) Gordon-Sommers, Banana was actively involved in peacemaking activities and discussed the establishment of a ceasefire with Charles Taylor in April 1993. An UN-sponsored peace conference was held in the UN Palais des Nations in Geneva from 10 to 17 July 1993, under the joint chairmanship of the UN, ECOWAS, and the OAU. This led to the signing of a peace agreement in Cotonou on 25 July 1993. At this peace conference, Somers acted as the UN’s chief mediator, while the OAU’s eminent for Liberia person Canaan Banana acted as the OAU’s chief mediator. In addition, Nicéphore Soglo, President of Benin and chairman of ECOWAS, acted as the chief mediator of ECOWAS. Although the UN, ECOWAS, and the OAU cooperated in the Liberian peace process, there was some rivalry between the different third parties.",Switzerland,1993,7,1993,7,Benin; ECOWAS; OAU; UN,0,0,1,1,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,759,759-15,Liberia,NPFL,"In August 1994, Ghanaian President Jerry Rawlings was appointed ECOWAS chairman. Consequently, Rawlings mediated negotiations in Akosombo in August 1994.",Ghana,1994,8,1994,8,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,759,759-16,Liberia,NPFL,"On 9 September, NPFL announced a unilateral ceasefire. A round of negotiations mediated by Rawling led to the conclusion of the Akosombo Peace Agreement in Ghana on 12 September 1994.",Ghana,1994,9,1994,9,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Akosombo Peace Agreement,1994,9,12,0,0,0,1
341,759,759-17,Liberia,NPFL,"At the time of the signing of the Akosombo Peace Agreement, the fighting was still raging throughout Liberia. In fact, Charles Taylor and his forces were being expelled from their headquarters in Gbarnga simultaneously to the peace process in Akosombo. Hence, the peace process continued and another conference started in Accra in November 1994 and led to a ceasefire agreement and a reaffirmation of the Akosombo agreement on 22 December 1994. Yet, this ceasefire did not hold either.",Ghana,1994,11,1994,12,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,1994,12,22,0,0,0,1
341,759,759-18,Liberia,NPFL,"In early 1995, a new round of negotiations between all the factions was mediated by Nigeria’s General Sani Abacha in Abuja. Prior to these talks, Abacha had held private consultations with NPFL leader Taylor for four days, which had led to a rapprochement between Nigeria and the NPFL. With Nigeria no longer opposing his ambitions, Taylor became more amenable to a political solution to the conflict. A peace agreement was concluded in Abuja on 19 August 1995.",Nigeria,1995,1,1995,8,Nigeria,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Abuja Peace Agreement,1995,8,19,0,0,0,1
341,759,759-19,Liberia,NPFL,"In April 1996, heavy fighting broke out in Monrovia between the NPFL and fighters loyal to Roosevelt Johnson. Liberia’s Government forces were not involved in this fighting. At the behest of representatives from Nigeria and Ghana, NPFL announced a unilateral ceasefire on 6 May. A new peace agreement, which was signed by both the NPFL and the Government of Liberia, was mediated by Nigeria’s General Sani Abacha in Abuja on 17 August 1996, known as the Abuja II Agreement. At an OAU meeting in Yaoundé earlier in July 1996, the OAU leaders had made it clear that if the ECOWAS assessment of the Liberian peace process would be negative, then the OAU would help sponsor a draft Resolution in the UN Security Council for the imposition of severe sanctions.",Nigeria,1996,8,1996,8,Nigeria,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Abuja II Peace Agreement,1996,8,17,0,0,0,1
341,760,760-1,Liberia,INPFL,"The Independent National Patriotic Forces of Liberia (INPFL), led by Prince Yormie Johnson, was a breakaway faction from the NPFL. On 9 September 1990, the INPFL captured and murdered President Samuel Doe. At the 13th summit of the Heads of States of ECOWAS countries held in Banjul, Gambia, on 30 May 1990, under the chairmanship of Sir Dawda Jawara of Gambia, the member states decided to set up the five-member Standing Mediation Committee with the task of achieving a peace settlement to the Liberian civil war. Subsequent negotiations between the Government of Liberia and the INPFL in Gambia led to the signing of the Banjul III agreement on 24 October 1990.",Gambia,1990,10,1990,10,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Banjul III agreement ,1990,10,24,111,1,0,0
341,760,760-2,Liberia,INPFL,"Another round of peace talks on 28 November 1990 led to the signing of the Bamako Ceasefire Agreement between the Government of Liberia, NPFL, and INPFL. However, Taylor did not see the endorsement of the Bamako agreement as an acceptance of President Sawyer, who had been sworn in as President of the Interim Government on 22 November. ",Mali,1990,11,1990,11,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Bamako Ceasefire Agreement,1990,11,28,111,1,0,0
341,760,760-3,Liberia,INPFL,Talks resumed and on 21 December the parties signed the Banjul IV agreement.,Gambia,1990,12,1990,12,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Banjul IV agreement ,1990,12,21,111,1,0,0
341,760,760-4,Liberia,INPFL,"In January 1991, the parties met several times to discuss the implementation of the agreements concluded in 1990. ",Liberia,1991,1,1991,1,ECOWAS; Gambia,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,760,760-5,Liberia,INPFL,"The interim Government of Liberia sent out proposals to the warring parties on how to end the conflict in early February 1991, after which the ECOWAS Standing Mediating Committee continued negotiations in Togo on 12 and 13 February 1991. At these negotiations Gnassingbe Eyadem, the President of Togo, acted as the chief mediator of the Standing Mediating Committee. The negotiations led to the signing of the Lomé Ceasefire Agreement. ",Togo,1991,2,1991,2,ECOWAS; Togo,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Lomé Ceasefire Agreement,1991,2,13,0,0,0,1
341,760,760-6,Liberia,INPFL,"On 15 March, the All-Liberia National Conference took place to discuss the distribution of political power in Liberia until the upcoming elections. Charles Taylor sent an NPFL delegation, but refused to attend the talks himself. The conference formed an Interim government of National Unity to be led by Amos Sawyer. Elections were stipulated to be held in October 1991.",Liberia,1991,3,1991,3,Liberian Church leaders,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,761,761-1,Liberia,LURD,"A process to resolve Liberia’s conflict had begun on 17 September 2002, when a meeting was held at the UN to form an International Contact Group on Liberia that would seek to bring the Liberian government and LURD insurgents together for peace negotiations. The contact group composed of the Ghana, Morocco, Nigeria, the UK, France, the US, the AU, ECOWAS, and the UN. President Taylor had been rejecting the possibility of direct negotiations with LURD, but after international pressure from the contact group, as well as the fact that that the rebels were rapidly approaching Monrovia, Taylor accepted mediation negotiations with LURD. The cumulative effect of the battle dynamics, international pressure, and calls for peace from civil society groups paved the way for Senegalese President Abdoulaye Wade, Chairman of ECOWAS, successfully initiating peace talks between the Taylor Government and LURD. After having agreed on the venue and date for negotiations, Wade met with Charles Taylor once more in early 2003 to discuss possible candidates to assume the role of chief mediator. From a list with notables, including names as Archbishop Desmond Tutu from South Africa, Taylor chose General Abdulsalami Abubakar from Nigeria. Commenting on his choice for Abubakar, Taylor expressed that during an earlier visit to Nigeria he had been impressed with the calm and controlled way Abubakar managed his affairs.",,2003,1,2003,1,ECOWAS; Senegal,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,1711,1,0,0
341,761,761-2,Liberia,LURD,"On 7 and 8 February 2003, ECOWAS, the Inter-Religious Council (IRC) of Liberia, and Sierra Leone facilitated peace talks in Freetown.",Sierra Leone,2003,2,2003,2,ECOWAS; Inter-Religious Council (IRC) of Liberia; Sierra Leone,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,1711,1,0,0
341,761,761-3,Liberia,LURD,"A new round of negotiations, within the framework of the ECOWAS Peace Process for Liberia, took place in Akosombo in June and July 2003. Another round of negotiations mediated by ECOWAS took place in Accra in August 2003. The President of Ghana, John Agyekum Kufuor, who had assumed the role of Chairman of ECOWAS on 31 January 2003, as well as General Abdulsalami Abubakar, former Head of State of Nigeria, acted as the mediators at these talks, but Abubakar acted as the chief mediator. Throughout the negotiations, Chief mediator Abubakar employed a mediation strategy aimed at facilitating consensus among the conflict parties. However, the negotiations were simultaneously influenced by pressure from external actors. Arguably the most external influence came from an indictment against Charles Taylor. Just as the negotiations were to begin, on June 4 2003, the Special Court for Sierra Leone, which was established by the UN Security Council, issued an indictment against Charles Taylor for complicity in crimes against humanity in Sierra Leone. Consequently, Ghana had to decide whether to hand over Taylor or not. Many of the participants commented on the possible removal of Taylor as being in violation with African hospitality. Indeed, in line with earlier statements on the absolute safety of all participants in the negotiations, the Government of Ghana refused to turn over Taylor. Nonetheless, later the same day, Charles Taylor left Accra and went back to Monrovia, while negotiations would continue according to schedule. Although Charles Taylor stayed in close contact with the representatives of the Government of Liberia present in Accra, his departure had a profound effect on the dynamics of the negotiations. Before the indictment of Taylor, the prospect for the conclusion of a peace agreement seemed bleak. Most participants of the negotiations believed President Taylor would never give up his presidency, while the rebel parties would never compromise on their main demand of Taylor’s immediate removal. These insurmountable positions remained relevant when Taylor left Accra, as he still had no intention of giving up the presidency. However, the indictment resulted in Taylor losing any last support from international partners and de-legitimatized him. It also affected the morale of his troops, who had not been paid in months at that time. These developments negatively affected Taylor’s bargaining position in the negotiations. The conflict parties started negotiations on 12 June in order to conclude a ceasefire agreement in preparation for negotiations on a political solution to the conflict. This round of negotiations resulted in the conflict parties agreeing on a ceasefire on 17 June, in which a clause was included that Charles Taylor would not be included in the transitional government. Although the concluded ceasefire on 17 June did not hold, it had become clear that the indictment of Taylor enabled agreement on what had seemed fixed positions. After the conclusion of the ceasefire agreement on 17 June, negotiations mediated by General Abdulsalami Abubakar continued. During the negotiations in late June, he actively listened to the concerns of the adversaries without imposing any of his own solutions to end the conflict. As is noted by Hayner, some participants in the negotiations “were even frustrated with his mediation style at times: even while Monrovia was being shelled and the urgency seemed great, he remained in listening mode for several weeks, rather than pushing for agreement or action of any kind.” ",Ghana,2003,6,2003,6,ECOWAS; Ghana; Nigeria,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2003,6,17,1711,1,0,0
341,761,761-4,Liberia,LURD,"Another round of negotiations mediated by ECOWAS took place in Accra in August 2003.The President of Ghana, John Agyekum Kufuor, who had assumed the role of Chairman of ECOWAS on 31 January 2003, as well as General Abdulsalami Abubakar, former Head of State of Nigeria, acted as the mediators at these talks, but Abubakar acted as the chief mediator. The conflict parties focused on the details of an interim government. On 5 August, they declared a ceasefire. Finally, on 18 August 2003, the Accra Agreement was signed.",Ghana,2003,8,2003,8,ECOWAS; Ghana; Nigeria,0,0,1,0,1,0,0,0,0,0,1,1,1,1,Accra Agreement; Ceasefire,2003,8,10,1711,1,0,0
341,761,761-5,Liberia,LURD,"In follow-up negotiations mediated by ECOWAS in November, the Government of Liberia, MODEL, and LURD signed a disarmament agreement on 3 November 2003. ",,2003,11,2003,11,ECOWAS; Ghana; Nigeria,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Disarmament agreement,2003,11,3,1711,1,0,0
341,761,761-6,Liberia,LURD,"The process of forming the National Transitional Government of Liberia (NTGL) was suddenly disrupted in early 2004 as a result of disagreement over the appointment of 84 assistant ministerial positions. The appointment of these positions was not covered in the Accra Agreement. General Abubakar therefore returned to Liberia in beginning of June 2004 for negotiations between the signatories of the Accra Agreement, helping with interpreting the agreement concerning issues such as appointment of junior ministers, but also concerning issue related to the central bank. This mediation effort was successful in averting the crisis after the parties agreed on all the names of the candidates submitted to the Transitional Legislative Assembly.",Liberia ,2004,6,2004,6,ECOWAS; Ghana; Nigeria,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
341,761,761-7,Liberia,LURD,"In late July 2004, another round of negotiations was held in Accra to review the Accra Agreement.",Ghana,2004,7,2004,7,ECOWAS; Ghana; Nigeria,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
